Word,Tag
હિન્દુ,B-PER
સુશાંત,B-PER
સિંહ,I-PER
રાજપૂત,I-PER
નિધન,B-EVT
સાધકો,B-PER
પ્રધાનમંત્રી,B-PER
ખીજડિયા,B-LOC
તકતીનું અનાવરણ,B-EVT
અંતિમ વિશ્રામી સ્થળ,B-LOC
रघुबир,B-PER
दास,I-PER
ઝારખંડ,B-LOC
જમશેદપુર,B-LOC
એમ.,B-PER
સી.,I-PER
મેરી,I-PER
વર્લ્ડ વિમેન્સ બોક્સિંગ ચેમ્પિયનશિપ,B-EVT
ઇનાયાની,B-ORG
(Innaayanee),I-ORG
પોલીસ,B-ORG
જપ્ત,B-LOC
જપ્ત,B-EVT
રૂપિયાના શૂઝ,B-PROD
રાજીવ,B-PER
ગાંધી,I-PER
હત્યા,B-EVT
મોઝનેકે,B-PER
YouTube,B-ORG
અપમૃત્યુ,B-PER
હોસ્પિટલના,B-PER
ડોક્ટરો,I-PER
હોસ્પિટલ,B-ORG
દિલ્હી,B-ORG
પોલીસ,I-ORG
દિલ્હી,B-LOC
મારા,B-PER
એવોર્ડ,B-EVT
ભારત,B-LOC
જીત,B-EVT
Sperry,B-PER
Sperry,B-PROD
યોગી,B-PER
આદિત્યનાથ,I-PER
ઉત્તર,B-ORG
પ્રદેશના,I-ORG
સરકાર,I-ORG
ઉત્તર પ્રદેશ,B-LOC
ઘટના,B-EVT
વડા,B-PER
પ્રધાન,I-PER
ભારતનું,B-ORG
સરકાર,I-ORG
ચૂંટણી,B-EVT
રાજીવ,B-PER
કુમાર,I-PER
સીઆઈડી,B-ORG
પશ્વિમ બંગાળ,B-LOC
જેમાં,B-PER
ઇડીએફ,B-ORG
ટીમ,I-ORG
માઇક,B-PER
હેસન,I-PER
ભારતીય,B-ORG
ટીમ,I-ORG
એપલાઈ,B-ORG
ચીન,B-LOC
સંક્રમણ,B-EVT
મહામારી,B-EVT
ઔરંગાબાદ,B-LOC
હૈદરાબાદ,B-LOC
રાજ્યરાની,B-LOC
રામપુર,B-LOC
ટ્રેન દુર્ઘટના,B-EVT
પેસેન્જર ટ્રેન,B-PROD
આ,B-PER
બાઉન્ડ્રી,B-LOC
બહાર,B-EVT
સોજો,B-PER
પગની ઘૂંટી,B-PROD
મેટલ,B-ORG
રિફાઈનરી,B-ORG
ઓટો,B-ORG
બેન્ક,B-ORG
આઈટી,B-ORG
મંદી,B-EVT
કોંગ્રેસ,B-ORG
વિજય,B-EVT
આરોપી,B-PER
મામલે,B-EVT
એના,B-PER
દિન,B-EVT
શીખવા,B-ORG
એમ,B-PER
વાલિયા,I-PER
સારવાર,B-PER
મોત,B-EVT
નાના સ્પંદનો,B-EVT
ઉત્તર પ્રદેશ,B-LOC
બિહાર,B-LOC
બંગાળ,B-LOC
ઇ-કોમર્સ,B-ORG
સમય,B-EVT
પોલીસ,B-PER
પોલીસ,B-ORG
ડોક્ટર,B-PER
ચતુરમુકેશ્વર મંદિર,B-LOC
સ્વજનો,B-PER
પર્યટનના સ્થળે,B-LOC
શીલા,B-PER
દિક્ષિત,I-PER
સંદીપ,B-PER
દિક્ષિત,I-PER
કોંગ્રેસ,B-ORG
દિલ્હી,B-LOC
અઝલન,B-PER
શાહ,I-PER
ભારત,B-LOC
જાપાન,B-LOC
જિત,B-EVT
હરાવ્યું,B-EVT
અમારા,B-PER
આંતરિક,B-ORG
રોકાણ સુરક્ષા સંધિ,B-EVT
ઋષિ,B-PER
કપૂર,I-PER
અંબાણી,B-PER
નીતૂ,B-PER
છોકરો,B-PER
જકત્કાર,B-EVT
પીટર,B-PER
ક્રેગી,I-PER
સાંસદો,B-PER
ધારાસભ્યો,B-PER
પાર્ટી,B-ORG
રેલી,B-EVT
હાલમાં,B-PER
મહિલા,I-PER
તેના,B-PER
પતિ,I-PER
પોલીસ,B-ORG
ભાજપ,B-ORG
ફાઇલનાં,B-LOC
મોદી,B-PER
સરદાર,B-PER
પટેલ,I-PER
સ્ટેચ્યૂ,B-ORG
ઓફ,I-ORG
યુનિટી,I-ORG
મહિલા,B-PER
છત્રી,B-PROD
ટોપી,B-PROD
તજનો પાઉડર,B-PROD
પીયુસી સર્ટીફીકેટ,B-PROD
દસ્તાવેજ,B-LOC
વિઝ્યુલાઇઝેશન,B-ORG
જોકે,B-LOC
પેરન્ટ્સ,B-PER
બાળકો,B-PER
અધિકારી,B-PER
પ્રોપર્ટી,B-ORG
રજિસ્ટ્રાકને,I-ORG
ફેવરિટ પ્લેસ,B-LOC
તેમણે,B-PER
હુમલામાં,B-EVT
પ્રવાસીઓ,B-PER
દેશ,B-LOC
James,B-PER
G.,I-PER
Blain,I-PER
અધિકારીઓ,B-PER
ભાઈ,B-PER
રૂમ,B-LOC
પાયલોટ,B-PER
પત્રકાર,B-PER
અભિનેત્રી,B-PER
પ્રણવ,B-PER
મુખર્જી,I-PER
દિલ્હીની,B-ORG
આર્મી,I-ORG
દિલ્હી,B-LOC
તેણે,B-PER
પાંચ અડધી સદી,B-EVT
બે સદી,B-EVT
Grand,B-ORG
Budapest,I-ORG
2014,B-EVT
એક,B-PER
ટાસ્ક,I-PER
કિલર,I-PER
યુવાન,B-PER
પોલીસે,B-ORG
મોત,B-EVT
સીએબી,B-ORG
એનઆરસી,B-ORG
કોલકાતામાં,B-LOC
લોકો વિરોધ પ્રદર્શન,B-EVT
અજયકુમાર,B-PER
ભલ્લા,I-PER
ગૃહ,B-ORG
મંત્રાલય,I-ORG
કોવિડ-1,B-EVT
આવશ્યક ચીજવસ્તુ,B-PROD
આ,B-PER
દંપતી,I-PER
પામેલા,B-PER
કેનેડા,B-LOC
વેનકુવર આઇલેન્ડ,B-LOC
ઘર,B-LOC
લગ્ન,B-EVT
સમારોહ,B-EVT
સંજય,B-PER
દત્ત,I-PER
રણબીર,B-PER
કપૂર,I-PER
ગળામાં,B-LOC
રૉબર્ટ,B-PER
વાડ્રાન,I-PER
તારુ,B-PER
અહીં,B-LOC
દાઉદ,B-PER
હનીફની,B-PER
ભારત,B-ORG
ઇંગ્લેન્ડ,B-ORG
ભારત,B-LOC
ઇંગ્લેન્ડ,B-LOC
પ્રત્યાર્પણ,B-EVT
પાંદડા,B-LOC
લોકો,B-ORG
વાયદા,B-LOC
સીઆઇડી,B-ORG
વોકેશનલ,B-ORG
ટ્રેનિંગ,I-ORG
સેન્‍ટર,I-ORG
પાટણ,B-LOC
આનંદ,B-PER
મનોજ,B-PER
તિવારી,I-PER
ભાજપ,B-ORG
દિલ્હી,B-LOC
Facebook,B-ORG
India,B-LOC
payments service,B-PROD
ફાઇલ,B-ORG
પ્રવેશ,I-ORG
ભરત,B-PER
અરૂણ,I-PER
આર.,B-PER
શ્રીધર,I-PER
મકાનો,B-LOC
રોકડા રૂ,B-PROD
વેરિયન્ટ,B-PROD
જમ્મૂ-કશ્મીર,B-ORG
પોલીસ,I-ORG
જમ્મૂ-કશ્મીર,B-LOC
પશ્ચિમ બંગાળ,B-LOC
ચંદ્રકાંત,B-PER
પાટીલ,I-PER
લોયર,B-PER
કિશોર,I-PER
શિંદે,I-PER
ભાજપ,B-ORG
મહારાષ્ટ્ર,B-ORG
નવનિર્માણ,I-ORG
સેના,I-ORG
કોથરુડ,B-LOC
સ્ત્રીરોગવિજ્ઞાની,B-PER
દવા,B-PROD
યાજક,B-PER
દેવ,B-PER
અમેરિકન,B-LOC
Mahendra,B-PER
Singh,I-PER
Dhoni,I-PER
Ranchi,B-LOC
Cricket Tournament,B-EVT
યહોવાહ,B-PER
પ્રાચી,B-PER
તહેલાન,B-LOC
લગ્ન,B-EVT
સુઝન,B-PER
સહકાર,B-ORG
રાજ,B-PER
નીતિઓ,B-EVT
અમર,B-PER
અકબર,B-PER
સલમાન,B-PER
ખાન,I-PER
સેમસંગ,B-ORG
ેસબીઆઈ,B-ORG
એચડીએફસી,B-ORG
બેંક,I-ORG
આઈસીઆઈસીઆઈ,B-ORG
બેંક,I-ORG
એક્સિસ,B-ORG
બેંક,I-ORG
કાર્ડ્સ,B-PROD
એના,B-PER
શહેરી ક્ષેત્રો,B-LOC
પડોશની,B-LOC
આવાસીય પરિસરો,B-LOC
બજાર,B-LOC
શોપિંગ મૉલ,B-LOC
સીસીટીવીએ,B-ORG
પ્રથમ ઉડાન,B-EVT
તમન્ના,B-PER
સિનેજગત,B-ORG
બાપુનગર,B-LOC
રૂ,B-LOC
ભારત,B-LOC
પાકિસ્તાન,B-LOC
જીરો પ્વૉઈન્ટ,B-LOC
તેણે,B-PER
ભવિષ્ય,B-EVT
સૌની,B-PER
કાર્તિક,B-PER
બાઇબલ,B-ORG
બ્લેક,B-ORG
કેટ,I-ORG
મિત્ર,B-PER
અમદાવાદ,B-LOC
ગરબા,B-EVT
પાનમસાલો,B-PROD
શાહરૂખ,B-PER
ખાન,I-PER
અનુષ્કા,B-PER
રાસાયણિક,B-PROD
ક્વિમીકો,B-PROD
लોકો,B-PER
બજાર,B-LOC
પિતા,B-PER
રાકેશ,B-PER
રોશન,B-PER
જિતેન્દ્ર,B-PER
કુમાર,I-PER
સરકાર,B-ORG
નરેન્દ્ર,B-PER
મોદી,I-PER
મુલાકાત,B-EVT
વાર્તાલાપ,B-ORG
રામ,B-PER
રામરાજ્યનો પ્રારંભ,B-EVT
યુવતી,B-PER
લગ્ન,B-EVT
સ્વયં-ચકાસણી પાનું,B-PROD
વૃષભ,B-PER
કર્મી,B-PER
કંપની,B-ORG
સામાજિક,B-ORG
નેટવર્ક્સ,I-ORG
ઓર્ડિનલ,B-PROD
સંચિત,B-PROD
બીટા,B-PROD
ગુણાંકનો,B-PROD
મારી,B-PER
રાજકીય,B-ORG
પાર્ટી,I-ORG
દેશ,B-LOC
પાસે પાર્ટી છોડ્યા,B-EVT
આશા,B-PER
બાઇબલ,B-ORG
કોંગ્રેસ,B-ORG
પાર્ટી,I-ORG
સોનમ,B-PER
કપૂર,I-PER
વિક્કી,B-PER
કૌશલ,I-PER
પરેશ,B-PER
રાવલ,I-PER
અનુષ્કા,B-PER
શર્મા,I-PER
મનીષા,B-PER
કોઈરાલા,I-PER
દિયા,B-PER
મિર્ઝા,I-PER
તેણે,B-PER
મારા,B-PER
ભાઈ,I-PER
મોદી,B-PER
ચીન,B-ORG
લદ્દાખ,B-LOC
રાજસ્થાન,B-ORG
રાજસ્થાન,B-LOC
નિરવ,B-PER
મોદી,I-PER
મેહુલ,B-PER
ચોકસી,I-PER
પીએનબી,B-ORG
ચૂનો,B-PROD
હાલ,B-PER
આંગણવાડી,B-ORG
કેન્દ્ર,I-ORG
એ,B-ORG
બધાનો,I-ORG
કાયદેસર,B-ORG
માટે,B-EVT
અમે,B-PER
તમને,B-PER
ઍન્ડરસન,B-PER
પૈસા,B-PROD
પીએમ,B-PER
મોદી,I-PER
મહામન,B-PER
મદન,B-PER
મોહન,I-PER
માલવીય,I-PER
લંકા,B-LOC
ગેટ,B-LOC
માલ્યાર્પણ,B-EVT
જનતા,B-PER
બંધારણ,B-PER
નિર્માતા,I-PER
प्रकाश,B-PER
जावडेकर,I-PER
राज्य,B-ORG
રમત ગમતના સાધનો,B-PROD
બનાવ,B-PER
અંગેની,I-PER
જાણ,I-PER
સરપંચ,B-PER
પીયુષ,B-PER
ગોયલ,I-PER
આવકવેરામાંથી,B-LOC
બાઇબલ,B-LOC
ચક્ર,B-EVT
આઇપીએલ,B-EVT
પાલિકામાં,B-ORG
શાળા,B-ORG
દિવસો,B-EVT
પ્રધાનમંત્રી,B-PER
એરીઝ,B-ORG
ટેલીસ્કોપ,I-ORG
ઉત્તરાખંડ,B-LOC
દેઓસ્થલ,B-LOC
જાગૃતિ,B-PER
ક્વીન,B-PER
પ્રિન્સ,B-PER
ફિલિપ,I-PER
વિન્ડસર પેલેસ,B-LOC
જોયું,B-EVT
પ્રમાણસર,B-LOC
બરફ,B-EVT
દક્ષિણપૂર્વીય યુનાઇટેડ સ્ટેટ્સ,B-LOC
નારાજ થવાનો પ્રશ્ન,B-EVT
ધર્મના,B-PER
બંધારણ,B-LOC
ધાણાજીરું,B-PROD
મોદી,B-PER
જી-20 સમ્મેલન,B-LOC
જી-20 સમ્મેલન,B-EVT
પોલીસ,B-ORG
ઘટના,B-EVT
હા,B-ORG
સાત,B-PER
લોકો,I-PER
એક,B-PER
મહિલા,I-PER
અમેરિકા,B-LOC
ફિલ્મે,B-LOC
વડાપ્રધાન,B-PER
રાવણ,B-PER
કૅલેન્ડરને ખોલો,B-EVT
કૅલેન્ડર,B-PROD
દ્વાવિડ,B-PER
દ્વાવિડ,B-ORG
નેશનલ,I-ORG
ક્રિકેટ,I-ORG
એકેડેમી,I-ORG
ઈન્ડિયા,B-ORG
સિમેન્ટ,I-ORG
ગ્રુપ,I-ORG
પ્રકાશસિંહ,B-PER
બાદલ,I-PER
પંજાબ,B-LOC
તમને,B-PER
હવામાન,B-ORG
વિભાગ,I-ORG
આખી દુનિયામાં,B-LOC
કોરોના વાયરસનો કહેર,B-EVT
રેસ્ક્યુ,B-EVT
મલાઇકા,B-PER
અર્જુન,B-PER
કપુર,I-PER
હું,B-PER
રસ્તા,B-LOC
ઘર,B-LOC
ભારત,B-LOC
પેરિસ,B-LOC
શાંતિ સમજૂતી,B-EVT
બેઠક,B-ORG
ઈતિહાસ,B-EVT
ઓછામાં ઓછા ત્રણ વખત,B-EVT
નવો કલર વેરિયન્ટ,B-PROD
રોહિત,B-PER
શર્મા,I-PER
ન્યૂઝીલેન્ડ,B-LOC
ટેસ્ટ,B-EVT
વનડે,B-EVT
બાળક,B-PER
ગંગા સરોવર,B-LOC
પશ્ચિમ બંગાળ,B-LOC
ચક્રવાતી તોફાન,B-EVT
અમ્ફાન,B-EVT
આ,B-PER
યુવાન,I-PER
ગુજરાત,B-ORG
કચ્છ,B-LOC
સાલ,B-LOC
ગ્રૂપ,B-ORG
અમદાવાદ,B-LOC
ક્રાઈમ,B-EVT
બે,B-PER
લોકો,I-PER
શેરી,B-LOC
મોટરસાઇકલ,B-PROD
પાંચ પર,B-EVT
રાજનાથ,B-PER
સિંહ,I-PER
આ,B-ORG
કમિટિ,I-ORG
કરિશ્મા,B-PER
તન્ના,B-PER
ઉપેન,B-PER
પટેલ,I-PER
બિગ બોસ 8,B-PROD
વાયરસ,B-PROD
ઝાડ,B-LOC
શેરી,B-LOC
લેમ્પ પોસ્ટ,B-PROD
તે ક્યાંથે,B-LOC
માછીમાર,B-PER
ત્યાં,B-LOC
સાધનો,B-PROD
પાણીના ધુણામાં,B-LOC
રિઝર્વ,B-ORG
બેંક,I-ORG
ઓફ,I-ORG
ઇન્ડિયા,I-ORG
બેસિક સેવિંગ એકાઉન્ટ,B-PROD
Yahovaha,B-ORG
ઐતિહાસિક,B-PER
ઐતિહાસિક નિર્ણયો,B-EVT
પી.,B-PER
ડી.,I-PER
ફાર્માસ્યુટિકલ્સ,B-ORG
વિભાગ,I-ORG
શ્રી,B-PER
નરેન્દ્ર,I-PER
મોદી,I-PER
રાષ્ટ્રપ્રધાનમંત્રીમંડળ,B-ORG
નાણાં,B-ORG
મંત્રાલય,I-ORG
નવી સ્પેશ્યલ લિક્વિડિટી સ્કીમ,B-PROD
તેમ,B-PER
એક,B-PER
શિક્ષિત,I-PER
ઇજિપ્તીયન,I-PER
નવી રાજશાહી,B-EVT
માસ્ક,B-PROD
પત્ની,B-PER
દીકરી,B-PER
દીકરો,B-PER
ઘર,B-LOC
જીડીપી,B-PER
આ,B-ORG
અધ્યાત્મવિદ્યાપીઠો,I-ORG
પ્રધાનમંત્રીશ્રી,B-PER
નરેન્દ્ર,I-PER
મોદી,I-PER
કેન્દ્રીય,B-ORG
મંત્રી,I-ORG
મંડળે,I-ORG
ભારત,B-ORG
મોઝામ્બિક,B-ORG
ભારત,B-LOC
મોઝામ્બિક,B-LOC
સમજૂતી કરાર (એમઓયુ),B-EVT
ઈસુ,B-PER
લોકો,B-PER
દીનદયાળ,B-PER
ઉપાધ્યાય,I-PER
ખેડૂત,B-ORG
કલ્યાણ,I-ORG
યોજના,I-ORG
લોનનાં ચેક,B-PROD
રોશની,B-PER
મંદિર,B-ORG
કુમાર,B-PER
કોલકાતા,B-ORG
પોલીસ,I-ORG
કોલકાતા,B-LOC
ગરબા,B-PROD
વસ્ત્રો,B-PROD
તસ્કરો,B-PER
સીસીટીવી,B-PROD
કેમેરા,B-PROD
વાચકો,B-PER
તમે,B-PER
ગણેશે,B-PER
સુપ્રીમ,B-ORG
કોર્ટ,I-ORG
ચાર,B-PER
ઘટના,B-EVT
રાહુલ,B-PER
ગાંધી,I-PER
રાજસ્થાન,B-LOC
હાઈકોર્ટ,B-ORG
રાજ્ય,B-ORG
સરકાર,I-ORG
સુપ્રીમ,B-ORG
કોર્ટ,I-ORG
ફિલ્મનું શૂટિંગ,B-EVT
બીચ,B-LOC
પુણેની,B-ORG
કોલેજ,I-ORG
ઓફ,I-ORG
મિલિટ્રી,I-ORG
એન્જીનીયરીંગ,I-ORG
કોર,B-ORG
ઓફ,I-ORG
એન્જીનીયર્સ,I-ORG
પુણે,B-LOC
પ્રમુખયાજક,B-PER
મસીહ,B-PER
ઈસ્રાએલ,B-ORG
પ્રાયશ્ચિત દિવસે,B-EVT
રાજા,B-PER
મહારાજા,B-PER
તેવામાં,B-PER
તે,B-PER
પત્ની,I-PER
મુંબઈ,B-LOC
અલીબાગ,B-LOC
વડાપ્રધાન,B-PER
નાનપુરાસોનવાડ,B-LOC
ભારત,B-LOC
ગુજરાત,B-LOC
મહેસાણા,B-LOC
કડી,B-LOC
ટ્રિપલ રિયર કેમેરા સેટઅપ,B-PROD
ખ્રિસ્ત,B-PER
FIFA,B-ORG
World,B-LOC
World Cup,B-EVT
તેમણે,B-PER
પહેલી વાર,B-EVT
એને,B-PER
આ ટ્રેનો સ્ટેશન,B-LOC
મંગલસૂત્ર,B-ORG
કોણ,B-PER
ઘર,B-ORG
ઇલેક્ટ્રોનિક્સ,B-ORG
દુકાનો,B-ORG
ઉપકરણો,B-PROD
દુનિયા,B-LOC
સેરેના,B-PER
વિલિયમ્સ,I-PER
નાઓમી,B-PER
ઓસાકા,I-PER
US Open 2018,B-EVT
આંધ્રપ્રદેશ,B-ORG
પ્રાદેશિક,I-ORG
આંધ્રપ્રદેશ,B-LOC
બેંગલુરુ,B-LOC
વિજયવાડા,B-LOC
કામગીરી ફરી શરૂ,B-EVT
મનુષ્યો,B-PER
મનુષ્યો પર યુદ્ધો,B-EVT
આફતો,B-EVT
યશાયા,B-PER
શિક્ષા,B-EVT
ત્યાં,B-LOC
દિનેશ,B-PER
રામદીન,I-PER
જેસન,B-PER
મહોમ્મદ,I-PER
રોવમાં,B-PER
પોવેલ,I-PER
રાયડ,B-PER
એમ્રિટ,I-PER
કેમો,B-PER
પોલ,I-PER
ઓડિન,B-PER
સ્મિથ,I-PER
આન્દ્રે,B-PER
મેકકાર્થી,I-PER
એમએન,B-PER
સેમ્યુઅલ્સ,I-PER
એડીએસ,B-PER
ફ્લેત્ચર,I-PER
કેડવિક,B-PER
વોલ્ટન,I-PER
રોવમાં,B-LOC
none,B-PER
none,B-ORG
none,B-LOC
none,B-EVT
none,B-PROD
લેખક,B-PER
મીરાં,B-PER
કાશ્મીરના,B-LOC
જમ્મુ,B-LOC
શ્રીનગર,B-LOC
ડોનાલ્ડ,B-PER
ટ્રમ્પ,I-PER
મેક્સિકો,B-LOC
અમેરિકા,B-LOC
યુઈડીએઆઇ,B-PER
યુઆઇડીએઆઇ,B-ORG
તેમણે,B-PER
પરમેશ્વર,B-ORG
પડતી,B-LOC
અરુણ,B-PER
જેટલી,I-PER
આ,B-ORG
બેઠક,I-ORG
કેન્દ્રીય,I-ORG
નાણાં,I-ORG
Anupam,B-PER
Kher,I-PER
Court,B-ORG
Muzaffarpur,B-LOC
case filed,B-EVT
ટારિઉઆબહેન,B-PER
દક્ષિણ પૅસિફિિક મહાસાગર,B-LOC
કિરીબૅતી,B-LOC
England,B-ORG
Match,B-EVT
રેલવે,B-ORG
મંત્રાલય,I-ORG
રાષ્ટ્રીય,B-ORG
રેલવે,I-ORG
દિલ્હી,B-LOC
મોદી,B-PER
ડોનાલ્ડ,B-PER
ટ્રંપ,I-PER
અમેરિકા,B-LOC
થઈ ચર્ચા,B-EVT
મારા,B-PER
મિત્ર,I-PER
બાલુ,B-PER
રાજ્યના,B-PER
ગૃહ,I-PER
મંત્રી,I-PER
પંચાયત,B-PER
રાજ,I-PER
મંત્રી,I-PER
ગ્રીન,B-ORG
પ્રકાશ,B-PER
એક,B-PER
મહિલા,I-PER
સામે,B-LOC
હેઠળ,B-LOC
February 2020,B-EVT
February 2019,B-EVT
સોનિયા,B-PER
ગાંધી,I-PER
ઇન્દિરા,B-PER
ગાંધી,I-PER
કોંગ્રેસ,B-ORG
પૂણ્ય તીથિ,B-EVT
દુકાન,B-PER
માલિકો,I-PER
કતારગામ,B-ORG
પોલીસ,I-ORG
કતારગામ,B-LOC
પોલીસ મથક,B-LOC
ઘટના,B-EVT
ફરિયાદ નોંધાવી,B-EVT
ઈસુ,B-PER
રૂમીઓ,B-PER
અમિત,B-PER
શાહ,I-PER
મોતિલાલ,B-PER
ઓસવાલ,I-PER
સિદ્ધાર્થ,B-PER
ખેમકા,I-PER
ફાઈનાન્શિયલ,B-ORG
સર્વિસિસ,I-ORG
તેલંગણા,B-LOC
આંધ્રપ્રદેશ,B-LOC
Yahovah,B-PER
Yahovah's,B-ORG
જિમ,B-PER
એક,B-ORG
અમેરિકન,I-ORG
એરલાઇન્સ,I-ORG
આકાશ,B-LOC
મહેશ,B-PER
માંજરેકર,I-PER
વિપક્ષ,B-ORG
કૉંગ્રેસ,I-ORG
વાવાઝોડા,B-LOC
વીજળી,B-PROD
નાગપુર,B-LOC
અમરાવતી,B-LOC
પ્રતિવર્ષ,B-ORG
પ્રતિવર્ષ,B-EVT
ખેરગામ,B-LOC
ભારત,B-LOC
ગુજરાત,B-LOC
વલસાડ,B-LOC
નવસારી,B-LOC
તાલુકા,B-LOC
ુદ્ધવ,B-PER
ઠાકરે,I-PER
પવારે,B-PER
ટ્રેન,B-LOC
ટ્રેક,B-LOC
કરણ,B-PER
જોહર,I-PER
સિટી,B-PROD
ગોલ્ડન રિંગ,B-PROD
દુષ્ટો,B-PER
Refined Oil,B-PROD
મતદાન,B-EVT
ચીન,B-LOC
સબમરીન,B-PROD
તુગલક,B-ORG
રોડ,I-ORG
થાણા,I-ORG
પોલીસ,I-ORG
તુગલક રોડ,B-LOC
કેસ,B-EVT
એનપીઆર,B-PER
જન્મ સ્થળ,B-LOC
જન્મ,B-EVT
અમેરિકા,B-LOC
બ્રાઝિલ,B-LOC
રશિયા,B-LOC
બ્રિટન,B-LOC
ભારત,B-LOC
કોવિડ-19,B-EVT
ક્યાં,B-LOC
મૃત્યુ,B-EVT
જેકી,B-PER
સૈફ,B-PER
અલી,I-PER
ખાન,I-PER
જય,B-PER
સેવકરામાણી,I-PER
પૂજા,B-ORG
એન્ટરટેઇનમેન્ટ,I-ORG
બ્લેક,B-ORG
નાઇટ,I-ORG
ફિલ્મ્સ,I-ORG
નોર્ધર્ન,B-ORG
લાઇટ્‌સ,I-ORG
ફિલ્મ્સ,I-ORG
ચાઈબાસા,B-LOC
પશ્ચિમી સિંહભૂમ જિલ્લા,B-LOC
ઇંગ્લેન્ડ,B-ORG
શ્રીલંકા,B-ORG
કૌભાંડ,B-PER
સારવાર,B-EVT
સ્થળે,B-LOC
Rahul,B-PER
NRC-NP,B-ORG
પીએમ,B-PER
નરેન્દ્ર,I-PER
મોદી,I-PER
મંત્રીમંડળ,B-ORG
સુવાદાણા,B-PROD
સામગ્રી,B-PROD
જલસો,B-ORG
બાઇબલ,B-PER
શિક્ષક,I-PER
બાઇબલ,B-ORG
કેવા,B-PER
ભાઈ,B-PER
અજય,B-PER
દેવગન,I-PER
મંદિર,B-LOC
બાળ,B-PER
કમ્પ્યુટર,B-PROD
આવી,B-PER
 એક ,B-LOC
 એક બીજી ,B-EVT
અર્જુન,B-PER
કપૂર,I-PER
મલાઈકા,B-PER
કિયારા,B-PER
અડવાણી,B-PER
હાલ,B-PER
શાહિદ,I-PER
કપૂર,I-PER
મીડિયા,B-ORG
સેક્ટર,I-ORG
ભારત,B-ORG
ભારત,B-LOC
Avocado,B-ORG
Avocado,B-PROD
સ્ટીફન,B-PER
હાર્પર,I-PER
મોદી,B-PER
કેનેડા,B-LOC
કર્ણાટક,B-LOC
અજિત,B-PER
ડોભાલ,I-PER
રાષ્ટ્રીય,B-ORG
સુરક્ષા,I-ORG
પ્રેસ,B-ORG
કોન્ફ્રેન્સ,B-EVT
સ્ટાર-ડેલ્ટા,B-ORG
મનોજ,B-PER
સિન્હા,I-PER
મૂર્મુને,B-PER
LG,B-ORG
જમ્મુ કાશ્મીર,B-LOC
બધાને,B-PROD
રાજય,B-ORG
સરકાર,I-ORG
બાકી,B-LOC
કરીના,B-PER
કપૂર,I-PER
ખાન,B-PER
ચર્ચા,B-LOC
અમે,B-PER
દેશ,B-LOC
ડો.,B-PER
રાજ્ય,B-ORG
સરકાર,I-ORG
પેન,B-PROD
ચમચી,B-PROD
તેલ,B-PROD
મગજ,B-PROD
બાપ્તિસ્મા,B-PER
પ્રેરિતો,B-ORG
બાપ્તિસ્મા,B-EVT
ઈસુ,B-PER
ખ્રિસ્ત,I-PER
દેવ,B-PER
જ્ઞાની,B-PER
