Entity,Type
शरद पवार,Person
प्रफुल्ल पटेल,Person
अजित पवार,Person
छगन भुजबळ,Person
मधुकरराव पिचड,Person
आर. आर. पाटील,Person
सुनिल तटकरे,Person
भास्कर जाधव,Person
जितेंद्र आव्हाड,Person
कंवलसिंग चौहान,Person
प्रगतीशील शेतकरी संघटना,Organization
सेनीपत,Location
त्यांचा,Person
भारत,Organization
भारत,Location
मृत्यू,Event
छायाचित्रकार,Person
राज्य,Location
राष्ट्रीय पातळ,Location
पीडित व्यक्ती,Person
दलित समाज,Organization
घटनांत,Event
काँग्रेस,Organization
धक्का,Event
नितीन गडकरी,Person
एमएसएमई,Organization
केंद्र सरकार,Organization
मालवाहू ठिकाण,Location
रॅक्स,Product
सिंधू,Person
समीर,Person
ऑस्ट्रेलियन ओपन,Organization
ऑस्ट्रेलियन ओपन,Event
मला,Person
माझ्या समुपदेशकांची,Person
नैराश्याचा सामना,Event
आठवले,Person
त्याच,Person
न्यायालय,Organization
पोलिस,Organization
मार्गावार,Location
विसर्जन मिरवणूक,Event
सर्व जण,Person
काम,Event
जामीनावर,Location
इमारत,Location
खिडक्यांच्या काचा,Product
आणखी,Location
न्यूझीलंड,Organization
ती,Location
शिक्षक,Person
डॉक्टर,Person
बुलडाणा जिल्ह्या,Location
खामगाव,Location
व्यक्ती,Person
डॉक्टरांनी,Person
तपासणी,Event
तर,Person
जण,Person
पोलीस,Organization
रेस्क्यू टीम,Organization
घटनास्थळी,Location
आणि,Event
शहरात,Location
डेंग्यूचाही,Event
पवार,Person
पत्रकार परिषद,Organization
विधानभवन,Organization
येथे,Location
यहोवा,Person
निर्ग,Location
नात्सी,Person
यहोवा,Person
छळ छावण्यां,Location
तात्काळ,Person
पोलिसांनी,Organization
रुग्णालय,Location
तात्काळ स्थानिक,Location
एएनआय,Organization
या भागात,Location
चकमक सुरू,Event
पोलис,Organization
प्रश्न,Event
शैलजा मोरे,Person
भाजप,Organization
मात्र,Person
पंतप्रधान मोदी,Person
विराट कोहली,Person
टीम इंडिया,Organization
रॅंकिंग,Event
आले-लसणाची पेस्ट,Product
कंपनी,Organization
गडहिंग्लज,Location
चंदगड,Location
एइनापूर,Location
त्याच्या,Person
युद्धाला,Event
याप्रकरणी,Organization
सहकार,Organization
पोलीस,Organization
ठाण्यात,Organization
सहकारनगर,Location
ठाण्यात,Location
देव,Person
राज्य,Organization
द्रौपदी मुरमू,Person
जयंत सिन्हा,Person
रघुवर दास,Person
झारखंड,Location
देव,Person
ब्रायन लारा,Person
रिचर्डस्,Person
कोहली,Person
सैफखेरीज,Person
सोनाक्षी सिन्हा,Person
तरीसुद्धा,Person
सार्वभौम,Organization
महमद नाशीद,Person
मालदीव,Organization
भारत,Location
मालदीव,Location
जण,Person
जिल्ह,Location
मृत्यू,Event
स्वाईन फ्लून,Product
मला,Person
समुद्र,Location
हा नियम,Organization
गाव,Location
मुंबई,Location
लंडन,Location
 कार्यशाळा,Event
 व्याख्यान,Event
चंकी पांडेक,Person
अनन्या पांडे,Person
तारा सुतारिया,Person
अंकिता,Person
राकीमोव्हा,Person
अनास्थाशिया पोटापोव्हा,Person
ऍना ब्लिन्कोव्हा,Person
रशिय,Location
देश,Location
कोकण,Location
गोव्यात,Location
मध्य महाराष्ट्रात,Location
मराठवाड्यात,Location
विदर्भात,Location
पाऊस,Event
सिरिल,Person
मेथोडियस,Person
रोम,Location
कोल्हापूर,Location
सांगली,Location
एडिसन,Person
टरबूज,Product
काकडी,Product
कलिंगड,Product
आहार,Product
देश,Location
लॉकडाऊन,Event
कोरोना व्हायरस,Product
हा,Person
सोशल मीडिया,Organization
तुफान,Event
आप्न,Person
नarendra modi,Person
भाजपा,Organization
आव्हाने,Event
भूकंप,Event
भूकंप मापन यंत्र,Product
स्टुडिओमधल्या एका एक्स्ट्रा,Person
बर्लिन,Location
तुम्हाला,Person
संजय राऊत,Person
शिवसेना,Organization
षक स्पर्धा,Event
त्याचा,Person
मृत्यु,Event
जागा,Location
अगोदरपासून,Event
स्टीव्ह स्मिथ,Person
विराट,Person
सरकार,Organization
सुनावणी,Event
त्यांच्याशी,Person
डिनरला,Product
तिने,Person
चौकशी,Event
तेजपाल,Person
"वास्को, येथील",Location
साडा,Product
केरळ,Location
घटना,Event
तव्य,Product
तान्ह्या मुलां,Person
बालके,Person
भाकरी,Product
पाछा,Person
पोलिस,Organization
ईद,Event
आर्थिक,Organization
वाटप सुरू करण्यात आले,Event
सचिन पायलट,Person
गेहलोत,Person
पराभव,Event
पोलाद केंद्रीय राज्यमंत्री,Person
विष्णूदेव साई,Person
भारत पोलाद,Organization
भारत पोलाद परिषद,Organization
मुंबई,Location
भारत पोलाद 2019 परिषद,Event
पोलाद,Product
शेतकऱ्यांचा,Person
येथील,Location
अवती,Person
उद्रेक,Event
अक्षय कुमार,Person
ट्विटर,Organization
सूर्यवंशी,Event
ट्विटर,Product
वायूसेन,Organization
प्रदर्शन,Event
राफेल,Product
तेजस,Product
लाढाऊ विमान,Product
हेलिकॉप्टर,Product
आकाश मिसाईल प्रणाली,Product
अस्त्र मिसाईल,Product
Smartphone,Product
Fast charging,Product
आपण,Location
याकोबा,Person
एसाव,Person
एल बेथेल,Location
सामाजिक क्रांती,Event
India,Location
today's,Event
भाजप,Organization
आलिया,Person
रणबीर,Person
जण,Person
कंपनी,Organization
चीन,Location
स्फोट,Event
पोलीस,Person
नियंत्रण मिळवण्यासाठी,Event
ती,Person
बांगलादेश मुक्ति आंदोलन,Event
16 जण,Person
आगीचा,Location
भडका,Event
तुझे वडील,Person
तू,Person
त्या,Person
शासन,Person
शासन,Organization
बीसीसीआय,Organization
नागरिक,Person
राहुल गांधी,Person
घणाघात,Event
त्यांनी,Person
 परमेश्वर,Organization
मेंढ्या,Product
माउस,Product
ते,Person
घरी,Location
विजय वडेट्टीवार,Person
भारत,Location
ऑस्ट्रेलिया,Location
स्पर्धेत,Event
केस,Person
पंतप्रधान,Person
डॉक्टर,Person
याशिवाय,Location
लहाणपणापासून,Location
हा,Person
आपण,Organization
इथे,Location
महिलां,Person
पुरुषां,Person
शरद पवार,Person
तसंच काँग्रेस,Organization
प्रत्येक,Person
राजकारण,Organization
2011 साली,Event
बोगद्याचे काम,Product
पाच महिला,Person
एका पुरुष,Person
त्यानंतर,Person
वक्तव्य,Event
विरोधक,Person
भाजप,Organization
हवामान विभाग,Organization
ठिकाणी,Location
अतिवृष्टी,Event
निकाल,Person
सर्वसंमती,Organization
अयोध्या,Location
खटला,Event
दिल्ली,Location
सुरक्षेचा यावेळी,Event
भारतीय क्रिकेट,Organization
ऐतिहासिक क्षण,Event
भाजप,Organization
सरकार,Event
तसंच,Person
सर्व नेते,Person
भाजप,Organization
イク्बालसिंग चहल,Person
महापालिका,Organization
मुंबई,Location
गुरबाजने,Person
अफगाण,Organization
आपण,Location
रणवीर सिंग,Person
दीपिका पदुकोण,Person
तिने,Person
फिल्म अ‍ॅण्ड टेलिव्हिजन इन्स्टिट्युट ऑफ इंडिया,Organization
एफटीआयआय,Organization
पुण्या,Location
सर्व भारतीयांना,Person
भारत,Location
ओळखपत्र,Product
नोंदणी कार्ड,Product
रास्तारोका,Location
आंदोलन,Event
user,Organization
त्यां,Person
पशू,Product
एक कोण,Person
आई,Person
चिंता करितो,Person
विश्व,Location
माझी बहीण,Person
आता,Person
ऒस्ट्रेलिया,Organization
स्कॉटलंड,Location
इंग्लंड,Location
कामगिरी,Event
सरकार,Person
संस्थात्मक,Organization
तग्नरूण,Person
पोलिस,Person
तपास,Event
पोलिसा,Organization
पोहचले,Event
,Person
,Organization
त्यांचे,Person
कामाकडे,Organization
बोचऱ्या थंडीचा कडाकाही,Product
टॉमने,Person
मेरी,Person
टोमॅटो,Product
पोलीस उपनिरीक्षक निमगीरे,Person
रेल्वे,Organization
माझ्या देश,Location
रेल्वेच्या तिकिट,Product
पोलिस,Person
पोलिस,Organization
आंदोलक,Event
अशा बाबींशी,Person
उद्धव ठाकरे,Person
फडनवीस,Person
गडकरी,Person
कंगना,Person
आदित्य पांचолі,Person
दीपक शिर्के,Person
जय,Person
आयुष्य,Event
हिमालय,Location
अँडीज,Location
उत्क्षेपांमुळे,Event
हालचาลींमुळे,Event
त्याची,Person
हिंदुस्थान,Location
पाकिस्तान,Location
तुम्हाला,Person
मी,Person
निर्णय,Person
काँग्रेस,Organization
गांगुली,Person
शर्यत,Event
सैतान,Person
देव,Organization
माधुरी दीक्षित,Person
करण जोहर,Person
नेटफ्लिक्स,Organization
ऐक,Person
भाजप,Organization
राष्ट्रपती रामनाथ कोविंद,Person
संसद,Organization
अर्थसंकल्पीय अधिवेशन,Event
महाराज,Person
प्रतापगड,Location
आपण,Person
सगळे,Person
बघत,Person
विदर्भ,Location
मराठवाड्य,Location
उष्णतेची लाट,Event
स्टार्च,Product
बटатів,Product
कार्य,Event
मज्या,Organization
राज्यां,Person
भाजप,Organization
राज्यांमध्ये,Location
बैठक,Event
महात्मा गांधी,Person
भावा,Location
नीतिमत्ता,Person
बायबलमध्ये,Organization
पेट्रोल-डिझेच्या,Organization
वाढ,Event
पेट्रोल,Product
पेट्रोल,Product
येश,Person
यहोवा,Person
भविष्यवाणी,Event
बॉक्स ऑफिस,Location
प्रियंका चतुर्वेदी,Person
काँग्रेस,Organization
शिवसेना,Organization
प्रशासन,Organization
पोलीस,Organization
येथे,Location
_TextChanged_59 साली,Person
लोक सेवा आयोग,Organization
दोन्ही देश,Location
जण,Person
मला,Person
घरात,Location
त्याला,Person
सोन्या,Product
रोहित शर्मा,Person
वनडे क्रिकेट,Event
बोअरवेल्स,Organization
अशा ठिकाणी,Location
काश्मीर,Location
शहीद,Event
मी,Person
निवृत्ती,Event
अदोम,Person
मोशे,Person
इस्राएली,Organization
देश,Location
शरद पवार,Person
एमसीएच्या,Organization
भारतीय,Person
BWF,Organization
ऑलिम्पिक,Location
passport,Event
आप,Organization
मार्ग,Location
त्यामुळे,Person
भाजप,Organization
तुम्ही,Person
आपल्या,Person
भूतकाळ,Event
भविष्यात,Event
तरुण,Person
शिव प्रताप शुक्ला,Person
सचिन तेंडुलकर,Person
डेविड व्वर्नर,Person
ख्रिस गेल,Person
हाशिम आमला,Person
विराट कोहली,Person
सनथ जयसूर्या,Person
अजित डोवल,Person
दंगल,Location
भीषण,Person
या,Location
अपघातात,Event
Yeshu,Person
मी,Person
त्यांनी,Person
स्टॅच्यू ऑफ युनिटी,Organization
एकता नर्सेरी,Organization
येथील,Location
 स्टॅच्यू ऑफ युनिटी,Location
सियोनच्या राजवा्य,Person
उंच,Location
लीटर,Product
रु,Product
एएफपी,Organization
वृत्तसंस्था,Organization
जपान,Location
फिलिपिन्स,Location
Salman,Person
Atul Agnihotri,Person
माकडीण,Person
इंद्रायणी,Person
 इंद्रायणी महाविद्यालय,Organization
इंद्रायणी,Location
ते,Person
अमदार,Person
भाजप,Organization
इस्राएली,Organization
राष्ट्र,Location
त्यांच,Person
मुंबईतील एका खासगी रुग्णालय,Organization
मुंबई,Location
हत्ती,Location
ही,Person
त्यां,Organization
भूमिका,Location
विशाल मिश्रा,Person
शिवपाल यादव,Person
फिरोजाबाद,Location
लोकसभा निवडणूक,Event
सिरिअल कंसोल रिमोट,Product
त्याने,Person
तिला,Person
त्याला,Person
तिनेही,Person
शाहिद,Person
मीरा राजपूत,Person
ईशान्य,Location
हिंदुस्थान,Location
अरुणाचल प्रदेश,Location
नागालँड,Location
मिझोराम,Location
मणिपूर,Location
म्यानमार,Location
अटल बिहारी वाजपेयी,Person
साक्षीदार,Person
तपासण्यात,Event
नायडू,Person
नायडू रुग्णालय,Organization
पुण्य,Location
अहाब,Person
यहोशाफात,Person
मनून,Person
हमी,Organization
स्वतःवर संस्था,Organization
विद्यापीठ व्यवस्थापन परिषद,Organization
बैठक,Event
 Israelis ,Person
Israël,Location
Bakar,Product
Gorha,Product
Kokaru,Product
अद्याप,Person
त्याची,Person
शासन,Organization
राहुल गांधी,Person
राजीनाम,Event
बँकां,Organization
सरकार,Organization
मी,Person
तुझा नोकर,Organization
याखेरीज,Organization
मध्य प्रदेश,Location
Railway Project,Product
Overhead Transmission System,Product
गोपीचंद पडळकर,Person
भाजप,Organization
बारामती,Location
त्याची ही चौथी वारी,Event
विराट कोहली,Person
मुंबई,Location
भारत,Location
पोलिस,Person
अमेरिकन दूतावास,Organization
अमेरिक,Location
घटने,Event
लव यात्री,Person
आयुष शर्मा,Person
वरिना हुसैन,Person
लडाखमधील,Location
अज खुले करण्यात आले,Event
त्याला,Person
सायन रुग्णालय,Organization
सायन,Location
आरोपी,Person
पोलिस,Organization
घटना,Event
आम्ही,Location
संस्था,Organization
मी,Person
सुपारी,Location
खांडही,Product
तिच्या,Person
मृत्यू,Event
९९ जण,Person
करोनाची लागण,Event
मनोहरलाल शर्मा,Person
चंद्रकांत पाटील,Person
मुद्द्यांवर झाले मंथन,Event
तेल कंपन्यां,Organization
एलपीजी,Product
ग्राहकांनी,Organization
बँक,Organization
महाराष्ट्र,Location
संपाला,Person
डोंगरावर,Location
वाडगा,Location
मध्ये,Location
तापमानाचा पारा,Product
भारत,Location
महिला,Person
पुरुष,Person
गट,Organization
स्वतः,Person
हा,Person
तिच्या,Person
जीएसटी,Organization
पाच सदस्य,Person
त्याची,Person
महिन्याकाठी,Location
प्रणव मुखर्जी,Person
पुरस्कारांचे वितरण,Event
दारू,Product
भारतीय रेल्वे,Organization
तू,Person
माझे,Organization
मच्छीमारां,Person
समुद्र,Location
मासेमारी,Event
सखी,Person
मामी,Person
पंतप्रधान नरेंद्र मोदी,Person
उत्तर,Location
नेपाळ,Location
भारत,Location
त्याने,Person
खेळी,Event
वाचा,Person
जил्ह्य,Location
अपघात,Event
धन्वी भानुशाली,Person
सचेत टंडन,Person
तनिष्क बाग्ची,Person
शहर,Location
नल,Person
बेथेल,Organization
बेथेल,Location
कँडिडा,Person
भारत,Location
काय पोलिस,Person
तमाशा,Event
भाजप,Person
भाजप,Organization
गुलाल,Person
ईशा अंबानी,Person
आनंद पिरामल,Person
यातील,Organization
लग्न,Event
त्यांच,Person
औषध,Product
विद्यार्थीनीं,Person
कलाविष्कार फेरी,Organization
फेरीमध्ये,Event
ते,Person
काँग्रेस,Organization
सातारा जिल्हा,Location
मात्र डेपो,Organization
झाला,Event
त्यां,Person
शाळेतील,Organization
तुम्ही,Person
जर,Person
याप्रकरणी,Person
भाजपाकडून,Person
काँग्रेस,Person
भाजपा,Organization
काँग्रेस,Organization
शेतकर्‍यां,Person
कोणी,Person
भर,Location
घर,Product
कठडा,Product
पोस्टमन,Person
पोस्टमन,Organization
वेळेसाठी,Event
त्यांनी,Person
मला,Person
न्यायालय,Organization
गुन्हегारी निषेध,Event
Satv Global Services Private Limited,Organization
जितेंद्र जोशी,Person
अनिकेत विश्वासराव,Person
 अक्षय टांकसाळे,Person
हेमंत ढोमे,Person
देव,Person
त्याच,Person
तार,Organization
या परिसरात,Organization
परिसरात,Location
याविषयी,Person
माजी उपमुख्यमंत्री,Person
राष्ट्रवादीचे नेते छगन भुजबळ,Person
शिवसेन,Organization
माणूस,Person
कुत्रा,Person
जehanabad,Location
भारत,Location
बिहार,Location
राज्य,Location
एका तरुण,Person
ताब्यात घेतले,Event
चौकशी सुरू,Event
त्यांच्या,Location
पीक,Location
दावीदा,Person
प्रमेश्वर,Person
मंदिर,Location
लढाया,Event
एक अभिनेत्री,Person
जिल्ह,Location
आंदोलन,Event
सरकार,Organization
आंतरराष्ट्रीय दूरसंचार संघ,Organization
आयटीयू,Organization
निवड,Event
शेतकऱयां,Organization
श्रीपाद श्रीवल्लभ,Person
गणेश चतुर्थी,Event
राहुल गांधी,Person
राहुल सावरकर,Person
काँग्रेस,Organization
तुम्ही,Person
कवडीमोल,Organization
पोलिस,Person
पोलिस,Organization
तपास,Event
आरआयएल,Organization
रिलायन्स जियो,Organization
अक्षय कुमार,Person
सिनेमात,Location
लूक,Product
मात्र,Person
समिती,Organization
मुलीन,Person
दिली,Location
.tar,Person
अयुष्मान खुरानाच्या,Organization
आर्टिकल 15,Event
त्यांच,Person
भाऊ,Person
अмит शहा,Person
भाजप,Organization
एक देश एक भाषा,Event
ते,Person
भारत,Organization
आफ्रिका,Organization
भारत,Location
तिसऱ्या भारत-आफ्रिका शिखर परिषद,Event
रणनीति,Organization
पलायनवाद,Event
रावळपिंडी,Person
जनरल आसिफ गफूर,Person
पत्रकार परिषद,Organization
रावळपिंडी,Location
मुद्दा,Person
पोलिस,Person
पोलिस,Organization
पोलंड,Location
वॉर्सा,Location
वादळी,Person
वार्‍यासह,Person
पाऊस,Event
त्याचे,Person
परूश्‍य,Person
खमिरा,Product
त्यां,Person
हृदयविकाराचा झटका,Event
शीला दीक्षит,Person
काँग्रेस,Organization
उत्तर प्रदेश,Location
पोलिस,Person
पोलिस,Organization
पूर्ववैमनस्यातून,Location
प्रकार घडला,Event
 सलमान,Person
अर्पिता खान,Person
आयुष शर्मा,Person
तिने,Person
चित्रपट,Event
लष्कर,Person
हे विमान कोसळल्याचा,Event
विमान,Product
नॅशनल हेल्थ कमिशन,Person
डब्ल्यूएचओ,Organization
नॅशनल हेल्थ कमिशन,Organization
स्थानिक आरोग्य अधिकार्य,Organization
वुहान,Location
पंतप्रधान नरेंद्र मोदी,Person
भावना ॲबे,Person
देवेंद्र फडणवीस,Person
सभागृह,Location
सर्व गोंधळ,Event
गुजरात,Location
मान्सून,Event
चक्रवाती वर्तुळ,Event
कोकण,Location
गोवा,Location
मध्य महाराष्ट्र,Location
मराठवाड्य,Location
पाऊस,Event
तिने,Person
यापैकी,Person
पंतप्रधान नरेंद्र मोदी,Person
सुरत जिल्ह्यातल्या हजिराला,Location
भेट,Event
पंतप्रधान,Person
लोकार्पण,Event
मुख्यमंत्री,Person
खोटे,Person
आंतरराष्ट्रीय क्रिकेट परिषदेच्या,Organization
कसोटी क्रमवारी,Event
मी,Person
सरकार,Organization
विजय वडेट्टीवार,Person
पृथ्वीराज चव्हाण,Person
अजित पवार,Person
जयंत पाटील,Person
छगन भुजबळ,Person
अबू आझमी,Person
जयंत पाटील,Person
राजू शेट्टी,Person
काँग्रेस,Organization
राष्ट्रवादी काँग्रेस,Organization
समाजवादी पक्ष,Organization
घरे,Location
अगोदरच,Person
भाजप,Organization
जॉन,Person
ऑस्ट्रेलिया,Location
नाना पाटेकर,Person
तनुश्री दत्ता,Person
नाम,Organization
मुंबई,Location
धोनी,Person
टीम इंडिया,Organization
कसोटी सामन्य,Event
शाह,Person
पाकिस्तान,Location
बांगलादेश,Location
अफगाणिस्तान,Location
बेलिझियन,Location
विकास,Event
असं उद्धव,Person
संग्राम थोपटे,Person
पुणे जिल्ह्यातील भोर विधानसभा,Location
निवडून आले,Event
हॉटेल,Organization
रॉक गार्डन,Location
लस उत्पादकांनी,Organization
जागतिक आरोग्य संघटन,Organization
जीएव्हीआй,Organization
पॅन अमेरिकन हेल्थ ऑर्गनायझेशन,Organization
पीएएचओ,Organization
भारत,Location
अमेरिक,Location
दक्षिण अमेरिक,Location
लस,Product
पंतप्रधान नरेंद्र मोदी,Person
वसंत पंचमी,Event
वेदना,Product
मूळ ग्रीक भाषेत,Product
त्यांच,Person
आत्महत्येचे,Event
पॅनकार्ड,Organization
आधार,Organization
आधार कार्डाशी,Product
उत्तर प्रदेशच्या जनता,Organization
उतर प्रदेश,Location
2014,Event
सरकार,Person
सरकार,Organization
आपल्या देश,Location
डाळ,Product
विद्यार्थ्यांना,Person
भारत,Organization
डेन्मार्क,Organization
भारत,Location
डेन्मार्क,Location
22 मे 2018,Event
शेशबस्सरा,Person
बाबे,Person
यरुशलेम,Location
बाबेल,Location
चांदी,Product
सोन्य,Product
केंद्र सरकार,Organization
पावस,Location
नद्या,Location
पातळी,Location
वाढ,Event
माधवप्रसाद घिमिरे,Person
काजी,Person
प्लूटो,Person
नायट्रोजन,Product
मिथेन,Product
कार्बन मोनॉक्साईड,Product
योहान,Person
स्तोत्र,Organization
स्वर्ग,Organization
मृत्युपट,Location
प्रेषित,Event
कुकीज,Product
करण जोहर,Person
करण जोहरच्या चित्रपट प्रोडक्शन कंपनी,Organization
पेटा,Person
दिल्ली उच्च न्यायालय,Organization
दिल्ली,Location
याचिका,Event
दोन नवीन संघ,Organization
जमशेदपूर,Location
बेंगळूर,Location
काय,Person
त्याला,Person
डीएसके,Organization
मृत्यु,Person
कबरेत,Location
मृत्यूनंतर,Event
पाकिस्तान,Location
BRÓ,Person
चारधाम प्रकल्पातील बीआरओ,Organization
शिवालिक,Location
शिवराज सिंह,Person
मी,Person
माझी खोली,Location
ड्रग कंट्रोलर जनरल ऑफ इंडिया,Person
डीसीजी,Organization
नवी दिल्ली,Location
कोरोना प्रतिबंधात्मक लसींना,Product
आपण,Person
त्याम,Person
सोशल मीडिया,Organization
ग्रामीण,Organization
2013-14,Event
2017-18,Event
रुपाली पाटील,Person
महाराष्ट्र नवनिर्माण सेना,Organization
महिला,Organization
पुणे,Location
महाराष्ट्र,Location
सातारा,Location
आमचा,Person
दहशतवादी संघटन,Organization
ते,Person
घर,Location
प्रियांका गांधी,Person
ती,Location
तेथून,Location
राष्ट्रपती रामनाथ कोविंद,Person
अंत्यविधी,Event
पहिल्या,Person
परमेश्वर,Organization
पालवी,Location
उत्सव,Event
झाड,Product
खजुरीच्या झावळ्या,Product
इराण,Organization
इस्रायल,Location
 इराण,Location
सिरिया,Location
हवाई हल्ला,Event
कोणी,Person
त्यामुळे,Person
चित्रपट,Organization
प्रदर्शन,Event
राज्य प्रचारक,Person
पृथ्वी,Location
इतर खेड्य,Location
स्थानिक विकास,Event
मनुष्य,Person
पत्रकार,Person
घडली आहे,Event
मात्र,Location
हा,Location
दावा,Event
दाभολकर,Person
सीबीआय,Organization
हत्त्याप्रकरणी,Event
मनमोहन सिंग,Person
सरकार,Organization
नोटबंदी,Event
त्यांना,Person
चौकशीनंतर,Location
आगी,Event
इथल्या,Person
साक्षIEDAR,Person
मंडळ,Organization
जवळपासच्या,Location
त्याच,Person
प्रवासी,Person
मधील,Location
प्रवास,Event
त्यांनी,Person
नरेंद्र मोदी,Person
विद्यापीठ,Organization
राज्य,Location
परीक्षा,Event
ऑस्ट्रेलिया,Location
हिंदुस्थान,Location
दणदणीत,Event
शाहरुख खान,Person
सिनेमा,Location
जे देवाला,Person
मी,Person
कोणाची,Person
आईवडील,Person
दोन्ही बाजुंनी,Location
अहरोनाचा मुलगा,Person
एलाजार,Person
इस्राएलाचा मुलगा,Person
लेवी,Person
रालोआला,Person
लोकसभा,Organization
लोकसभा निवडणूक निकाल 2019,Event
घर,Location
मी,Person
काही,Organization
सिक्कीम,Location
पहिले सेंद्रिय राज्य घोषित करण्याच्या कार्यक्रम,Event
करार,Event
आप,Organization
आमचा,Person
हुरूप,Event
मी,Person
इथे,Location
devil,Person
यांतील,Person
B12,Product
सरकार,Person
नीतिसूत्र,Person
บายबल,Location
अशी,Product
मी,Person
सिक्रेट सर्व्हिस,Organization
चित्रपट,Organization
प्रमोशन,Event
Goofi,Person
GNOME,Organization
xeyes,Product
हि प्रेरणा,Person
आम्ही,Organization
अँड्राईड,Person
अँड्राईड,Product
